ONSConstID,leavehanretty,Turnout17,Con17,Lab17,ld17,snp17,PC17,UKIP17,Green17,Turnout15,Con15,Lab15,LD15,SNP15,PC15,UKIP15,Green15,Turnout19,con19,lab19,ld19,brexit19,green19,snp19,pc19,Long_term_unemployed,Population_density,Industry_manufacturing,Con10,Lab10,LD10,SNP10,PC10,UKIP10,Green10,BNP10,Turn10,Region
E14000612,0.545260288,0.691718104,0.415767798,0.53275152,0.020886448,0,0,0.025808982,0,0.639,0.346,0.451,0.036,0,0,0.133,0.03,0.668964232,0.438278235,0.430282054,0.046047659,0.033257748,0.016867566,0,0,0.0172,20.09,0.0781,0.336,0.4042,0.1822,0,0,0.0211,0.0102,0.0361,0.656,E12000002
E14000613,0.537385161,0.722194467,0.591924067,0.295254183,0.057351995,0,0,0,0.041763192,0.69,0.536,0.177,0.06,0,0,0.147,0.079,0.691144973,0.609616347,0.206304372,0,0,0.156737737,0,0,0.009,2.26,0.1085,0.4751,0.1665,0.2643,0,0,0.0511,0.0429,0,0.693,E12000006
E14000614,0.517435139,0.734442406,0.46146691,0.450976677,0.033623867,0,0,0.025252351,0.010869191,0.689,0.436,0.354,0.05,0,0,0.111,0.039,0.728908901,0.518765248,0.418856955,0.049902237,0,0,0,0,0.0164,3.34,0.1296,0.3939,0.2697,0.2518,0,0,0.0227,0.0166,0.0352,0.673,E12000003
E14000615,0.301969148,0.670599091,0.128004598,0.777973246,0.059447502,0,0,0,0.028339023,0.64,0.132,0.633,0.05,0,0,0.047,0.101,0.634948466,0.114671104,0.712631877,0.090048148,0.018427388,0.061973377,0,0,0.029,109.92,0.0182,0.1303,0.5919,0.2236,0,0,0,0.0292,0,0.594,E12000007
E14000616,0.579105962,0.708224324,0.474678058,0.442133069,0.061478455,0,0,0,0.021710418,0.685,0.402,0.25,0.124,0,0,0.148,0.057,0.716967972,0.531379673,0.358647527,0.069569361,0,0.026981952,0,0,0.0124,3.06,0.0901,0.3758,0.1634,0.3742,0,0,0.0506,0.0137,0,0.664,E12000009
E14000617,0.264754566,0.712135873,0.163281725,0.519040297,0.292684235,0,0,0,0.02261594,0.621,0.157,0.36,0.349,0,0,0.052,0.079,0.672024115,0.15526066,0.479740922,0.300340598,0.019375012,0.040276201,0,0,0.0109,31.71,0.0488,0.2559,0.2428,0.3914,0,0,0.0238,0.0759,0,0.65,E12000006
E14000618,0.688603531,0.642232358,0.549757687,0.374477774,0.016585896,0,0,0.042154078,0.017024566,0.632,0.442,0.337,0.027,0,0,0.175,0.019,0.619050165,0.683091141,0.253859607,0,0,0.063049252,0,0,0.019,12.36,0.1435,0.401,0.3309,0.1697,0,0,0.0347,0,0.0476,0.611,E12000005
E14000619,0.453403973,0.726509938,0.446919014,0.450211268,0.080299296,0,0,0,0.022570423,0.64,0.429,0.245,0.116,0,0,0.136,0.07,0.749510617,0.452181724,0.482724203,0.056693228,0,0,0,0,0.0109,4.4,0.0465,0.4481,0.1614,0.3252,0,0,0.0388,0.0231,0,0.641,E12000008
E14000620,0.604879993,0.69117411,0.498699368,0.43833612,0.029171312,0,0,0.0337932,0,0.647,0.443,0.378,0.026,0,0,0.124,0.026,0.658520851,0.551839153,0.357800947,0.065985585,0,0,0,0,0.0151,4.08,0.1166,0.3931,0.3729,0.1556,0,0,0.023,0.0145,0.0257,0.647,E12000002
E14000621,0.563024245,0.7163545,0.383228578,0.184422596,0.410202353,0,0,0,0.009871338,0.681,0.317,0.15,0.349,0,0,0.148,0.031,0.67311937,0.424090594,0.123854332,0.411279482,0.021243228,0.015458878,0,0,0.0178,37.39,0.0373,0.3685,0.0874,0.483,0,0,0.0294,0.0077,0.024,0.69,E12000007
E14000622,0.726993924,0.64358716,0.672690673,0.250592709,0.023462313,0,0,0.053254306,0,0.667,0.509,0.138,0.018,0,0,0.312,0.024,0.636090679,0.767238069,0.1657068,0.06705513,0,0,0,0,0.0138,19.53,0.0859,0.4399,0.1468,0.094,0,0,0,0,0.049,0.669,E12000006
E14000623,0.511788721,0.777786742,0.54073024,0.269656317,0.117038932,0,0,0.022923726,0.026467741,0.749,0.522,0.128,0.122,0,0,0.132,0.089,0.781630236,0.552675988,0.24752032,0.151019424,0,0.048784268,0,0,0.0089,0.63,0.0789,0.5149,0.069,0.3435,0,0,0.0533,0.0194,0,0.757,E12000009
E14000624,0.544885551,0.723590558,0.601372868,0.297342722,0.04300828,0,0,0.028925766,0.029350364,0.687,0.561,0.188,0.061,0,0,0.138,0.049,0.702799955,0.62672,0.21088,0.115288889,0,0.047111111,0,0,0.0109,1.24,0.0732,0.5078,0.1617,0.2497,0,0,0.0442,0.0272,0,0.704,E12000006
E14000625,0.582944905,0.7067413,0.6038495,0.307688125,0.037190083,0,0,0.026660142,0.01877628,0.676,0.543,0.219,0.069,0,0,0.159,0,0.696117384,0.634353834,0.229820284,0.087708841,0,0.048117041,0,0,0.0104,5.52,0.1292,0.4961,0.1968,0.2154,0,0,0.0336,0,0.0582,0.719,E12000004
E14000626,0.64748516,0.637470001,0.569993317,0.337023836,0.024860771,0,0,0.049565605,0.012764536,0.628,0.502,0.236,0.032,0,0,0.199,0.026,0.604952402,0.665805261,0.238024919,0.066128288,0,0.025149977,0,0,0.0202,15.83,0.0802,0.4618,0.3233,0.1331,0,0,0.03,0.009,0.0312,0.616,E12000008
E14000627,0.419059151,0.743426968,0.445851352,0.190885436,0.363263212,0,0,0,0,0.725,0.431,0.163,0.31,0,0,0.083,0,0.749601083,0.459617552,0.122551563,0.417830886,0,0,0,0,0.0107,23.07,0.0727,0.4084,0.0937,0.4707,0,0,0.0272,0,0,0.725,E12000002
E14000628,0.505457255,0.701698095,0.536844882,0.298153359,0.121632079,0,0,0.028930707,0.014438973,0.685,0.515,0.176,0.119,0,0,0.142,0.035,0.710525661,0.559049053,0.180228283,0.250568958,0,0,0,0,0.0147,24.87,0.0645,0.4617,0.1095,0.3681,0,0,0.028,0.0087,0.0165,0.704,E12000006
E14000629,0.292140209,0.661059503,0.526466958,0.332106912,0.109831941,0,0,0.012438283,0.019155906,0.634,0.629,0.231,0.052,0,0,0.051,0.037,0.697675458,0.498601055,0.232203498,0.258516478,0,0,0,0,0.0154,127.65,0.0219,0.6045,0.1849,0.1624,0,0,0.012,0.0168,0.0097,0.601,E12000007
E14000630,0.427824177,0.722787089,0.466831544,0.094857223,0.421770855,0,0,0,0.016540377,0.695,0.461,0.073,0.34,0,0,0.071,0.05,0.73240462,0.479909699,0.049210708,0.463382583,0,0,0,0,0.0139,28.15,0.0927,0.4118,0.0512,0.505,0,0,0.0226,0,0,0.668,E12000009
E14000631,0.44984984,0.771094426,0.606566278,0.205856802,0.129931948,0,0,0.027600811,0.030044161,0.718,0.591,0.127,0.09,0,0,0.137,0.055,0.767624273,0.554009159,0.128688157,0.26267397,0,0.054628715,0,0,0.0099,4.72,0.0676,0.6037,0.0561,0.285,0,0,0.0406,0.0146,0,0.746,E12000008
E14000632,0.593187532,0.665015471,0.347632858,0.548041814,0.054499551,0,0,0.033613621,0.016212156,0.632,0.181,0.479,0.138,0,0,0.165,0.03,0.636117915,0.370026114,0.40213783,0.088191033,0.105585801,0.025406099,0,0,0.0188,19.69,0.1116,0.1574,0.3903,0.3783,0,0,0.0312,0.0131,0,0.638,E12000004
E14000633,0.506428814,0.704992293,0.601355185,0.223822557,0.112637271,0,0,0.027537635,0.033245435,0.684,0.577,0.121,0.085,0,0,0.149,0.065,0.716300775,0.5780579,0.14808223,0.227160655,0,0.041261858,0,0,0.0111,1.68,0.0733,0.5534,0.1045,0.2738,0,0,0.0682,0,0,0.697,E12000008
E14000634,0.492096412,0.711983383,0.49138647,0.43947105,0.043504184,0,0,0,0.025638296,0.657,0.479,0.288,0.055,0,0,0.129,0.042,0.740813237,0.484703988,0.45865329,0.056642721,0,0,0,0,0.0177,46.22,0.0389,0.5276,0.2269,0.168,0,0,0.0263,0.0151,0.0299,0.665,E12000007
E14000635,0.523260983,0.747592631,0.54719986,0.196639832,0.256160308,0,0,0,0,0.746,0.476,0.082,0.294,0,0,0.106,0.042,0.739423214,0.542811608,0.112068513,0.34511988,0,0,0,0,0.0123,5.75,0.1106,0.4104,0.0691,0.4576,0,0,0.034,0.0085,0.0122,0.727,E12000009
E14000636,0.409297293,0.717747157,0.463327499,0.456958303,0.054345669,0,0,0,0.025368529,0.681,0.486,0.341,0.045,0,0,0.078,0.047,0.719972486,0.447202487,0.42614949,0.103041568,0,0.022373152,0,0,0.0173,32.37,0.0308,0.4881,0.2524,0.2016,0,0,0.0285,0.0202,0,0.65,E12000007
E14000637,0.565742818,0.728155594,0.417604343,0.552629687,0.020239422,0,0,0,0.009526549,0.692,0.363,0.451,0.026,0,0,0.135,0.021,0.517308491,0,0.909706546,0,0,0.090293454,0,0,0.013,6.12,0.11,0.3802,0.4323,0.1398,0,0,0.0406,0,0,0.702,E12000002
E14000638,0.598748444,0.720163848,0.695777541,0.198660979,0.079393293,0,0,0,0.026168187,0.717,0.581,0.095,0.066,0,0,0.215,0.043,0.726384228,0.652422475,0.126426825,0.178572116,0,0.042578584,0,0,0.01,7.7,0.0853,0.5644,0.0981,0.2525,0,0,0.085,0,0,0.718,E12000009
E14000639,0.286318407,0.628183251,0.465799141,0.384358669,0.110467222,0,0,0.011020852,0.021239716,0.593,0.541,0.274,0.07,0,0,0.052,0.054,0.670690738,0.399059055,0.272078272,0.306532781,0,0.017040002,0,0,0.0143,67.08,0.0207,0.5216,0.2217,0.2051,0,0,0.018,0.0211,0,0.555,E12000007
E14000640,0.427130406,0.774386143,0.404937878,0.567572358,0.027489764,0,0,0,0,0.708,0.431,0.432,0.056,0,0,0.081,0,0.717356719,0.383394428,0.496370968,0.068438416,0.025439883,0.026356305,0,0,0.0134,6.97,0.0931,0.406,0.3508,0.1909,0,0,0.0262,0.0114,0,0.679,E12000002
E14000641,0.44350085,0.679356689,0.298154126,0.55401043,0.099060508,0,0,0.023094115,0.01649284,0.665,0.222,0.473,0.113,0,0,0.114,0.059,0.685538297,0.317362206,0.420209173,0.162406107,0.066558873,0.03346364,0,0,0.013,5.06,0.0797,0.1329,0.4431,0.3768,0,0,0.0185,0,0.0249,0.672,E12000001
E14000642,0.710765738,0.64383222,0.612323026,0.253777325,0.020092876,0,0,0.076044852,0.016287235,0.641,0.367,0.144,0.018,0,0,0.444,0.027,0.61336529,0.722612973,0.154829219,0.058405737,0,0.028157036,0,0,0.0225,6.46,0.0648,0.5303,0.2504,0.1293,0,0,0,0.0124,0.0458,0.642,E12000006
E14000643,0.684105982,0.658002228,0.571043391,0.353670262,0.023200401,0,0,0.042262353,0.009823593,0.639,0.466,0.291,0.03,0,0,0.185,0.022,0.628845554,0.689894042,0.227691577,0.05470554,0,0.027708841,0,0,0.0183,2.83,0.152,0.4212,0.3256,0.1822,0,0,0.071,0,0,0.64,E12000003
E14000644,0.5106418,0.669345967,0.458772995,0.352750023,0.169707722,0,0,0,0.015463629,0.655,0.389,0.162,0.275,0,0,0.121,0.051,0.645966717,0.504318663,0.327768722,0.139246435,0,0.02866618,0,0,0.0166,23.81,0.0608,0.3288,0.1231,0.4801,0,0,0.0293,0.015,0.0153,0.623,E12000006
E14000645,0.498245959,0.71598706,0.461817279,0.476961271,0.041277723,0,0,0,0.014763323,0.688,0.444,0.35,0.06,0,0,0.101,0.034,0.723406277,0.484168692,0.40036458,0.062651908,0.020823754,0.01753925,0,0,0.0158,6.07,0.1402,0.3696,0.2638,0.2822,0,0,0.021,0.0157,0.0342,0.691,E12000003
E14000646,0.526540939,0.733186429,0.566057868,0.341644289,0.051608543,0,0,0.022923299,0.017766001,0.704,0.533,0.204,0.091,0,0,0.136,0.037,0.7071914,0.589642339,0.265336432,0.105288907,0,0.028235459,0,0,0.0122,4.36,0.1325,0.4579,0.1723,0.3188,0,0,0.0423,0,0,0.689,E12000002
E14000647,0.598460481,0.695162831,0.490646912,0.451161274,0.032706688,0,0,0.025485126,0,0.638,0.358,0.423,0.035,0,0,0.155,0.03,0.689267826,0.537497354,0.40011288,0.044399501,0,0.017990264,0,0,0.0143,0.69,0.1827,0.3708,0.4604,0.102,0,0,0.0232,0.0091,0.0344,0.676,E12000002
E14000648,0.60114346,0.722681282,0.492257946,0.447422371,0.025751288,0,0,0.024917913,0.009650483,0.704,0.428,0.385,0.026,0,0,0.137,0.024,0.701948858,0.552459694,0.382670525,0.064869781,0,0,0,0,0.0136,1.99,0.1866,0.422,0.387,0.1444,0,0,0,0,0.0466,0.693,E12000004
E14000649,0.59225867,0.613894059,0.299281844,0.634277974,0.02487744,0,0,0.029027264,0.010793842,0.553,0.231,0.522,0.048,0,0,0.149,0.029,0.58474331,0.353703537,0.526775268,0.046372964,0.047475475,0.025672757,0,0,0.0262,40,0.1163,0.2215,0.4929,0.1662,0,0,0.0298,0,0.0429,0.594,E12000005
E14000650,0.586734704,0.6629209,0.367389516,0.539509318,0.02579791,0,0,0.030592389,0.013360348,0.607,0.31,0.41,0.04,0,0,0.157,0.043,0.634497056,0.433771783,0.438128351,0.056907674,0.040968499,0.030223693,0,0,0.0188,26.32,0.1225,0.2931,0.4282,0.1792,0,0,0.0278,0.0107,0.0358,0.639,E12000005
E14000651,0.48901178,0.664569667,0.381352507,0.550405242,0.028568997,0,0,0.022059606,0.012848603,0.612,0.35,0.423,0.041,0,0,0.131,0.039,0.634610237,0.42498446,0.433886866,0.07543735,0.031791138,0.024242962,0,0,0.0179,32.3,0.1069,0.3343,0.418,0.1803,0,0,0.0385,0.0139,0,0.624,E12000005
E14000652,0.584136714,0.684685053,0.505758558,0.456885406,0.037356036,0,0,0,0,0.657,0.47,0.336,0.028,0,0,0.144,0.023,0.672429825,0.541894627,0.3743562,0.054670434,0,0.029078739,0,0,0.0172,23.7,0.0654,0.4476,0.3228,0.1441,0,0,0.0291,0.0126,0.0352,0.653,E12000008
E14000653,0.5900216,0.697471323,0.470314573,0.471186872,0.024242645,0,0,0.034255911,0,0.674,0.45,0.377,0.028,0,0,0.145,0,0.672700788,0.531240746,0.373778502,0.048452769,0.025725496,0.018044862,0,0,0.0162,7.88,0.143,0.4585,0.3401,0.1499,0,0,0.0277,0,0.0204,0.66,E12000002
E14000654,0.48968303,0.713236305,0.424252509,0.523252352,0.018969715,0,0,0.018216532,0.010964951,0.677,0.43,0.427,0.022,0,0,0.091,0.027,0.663886398,0.391803127,0.501878065,0.065352947,0.018484596,0.022481266,0,0,0.0231,44.69,0.0302,0.3951,0.3354,0.1317,0,0,0.02,0.0117,0.0291,0.631,E12000007
E14000655,0.426225132,0.681709562,0.198715261,0.741542693,0.027774517,0,0,0.012629354,0.016486926,0.623,0.227,0.626,0.036,0,0,0.054,0.047,0.628577565,0.212591487,0.65627866,0.080490568,0.015087486,0.029293819,0,0,0.0267,77.45,0.0296,0.2412,0.5602,0.1398,0,0,0.0172,0.0197,0,0.606,E12000007
E14000656,0.458691163,0.733458656,0.544166381,0.357967253,0.057805639,0,0,0.018218326,0.018365248,0.704,0.545,0.248,0.06,0,0,0.105,0.037,0.706794313,0.522002089,0.314127834,0.126402507,0,0.030021227,0,0,0.0155,26.02,0.0356,0.5093,0.2004,0.2284,0,0,0.0445,0.0174,0,0.693,E12000007
E14000657,0.699260159,0.649187153,0.399319416,0.500796196,0.010143315,0,0,0.070806884,0.011866588,0.623,0.244,0.414,0.017,0,0,0.298,0.019,0.615595749,0.438436035,0.445135475,0.027026409,0.066011204,0.013764719,0,0,0.027,24.91,0.0545,0.3433,0.4027,0.086,0,0,0.0355,0.0067,0.112,0.634,E12000007
E14000658,0.580684674,0.675555087,0.432893768,0.506080282,0.023004663,0,0,0.026329295,0.011691992,0.625,0.352,0.429,0.048,0,0,0.131,0.035,0.65511996,0.480504851,0.404777231,0.048209113,0.035495885,0.024299968,0,0,0.0229,30.43,0.1003,0.3148,0.3938,0.2342,0,0,0.0278,0,0.0294,0.619,E12000001
E14000659,0.640358001,0.6906988,0.575575391,0.332398938,0.026335202,0,0,0.046916495,0.014882709,0.684,0.49,0.254,0.028,0,0,0.199,0.025,0.657142162,0.629472632,0.274808878,0.06915573,0,0.02656276,0,0,0.0164,12.01,0.0647,0.4878,0.2756,0.147,0,0,0.0368,0,0,0.657,E12000008
E14000660,0.587585411,0.739530743,0.63711981,0.246662954,0.0721305,0,0,0.026893987,0.017192749,0.722,0.582,0.181,0.045,0,0,0.158,0.035,0.741420508,0.645523753,0.191192098,0.122502308,0,0.040781841,0,0,0.0107,1.26,0.1227,0.565,0.1578,0.1944,0,0,0.0451,0.0149,0,0.725,E12000004
E14000661,0.619180048,0.585143482,0.279906058,0.635394833,0.021540948,0,0,0.045405187,0.012273037,0.581,0.237,0.508,0.025,0,0,0.187,0.038,0.582601081,0.340572199,0.50059604,0.042552089,0.078755053,0.029128226,0,0,0.0182,34.2,0.1142,0.2487,0.5099,0.1787,0,0,0.0547,0,0,0.581,E12000002
E14000662,0.537381664,0.696119796,0.443930802,0.485330375,0.046474359,0,0,0.024264464,0,0.641,0.367,0.366,0.086,0,0,0.146,0.036,0.642317518,0.452155603,0.39813259,0.073377714,0.040581066,0.022247272,0,0,0.0172,34,0.145,0.3168,0.3304,0.2803,0,0,0.0184,0,0.0444,0.631,E12000004
E14000663,0.616110001,0.647987643,0.335099104,0.583366442,0.02712665,0,0,0.044387057,0.010020748,0.581,0.274,0.49,0.042,0,0,0.155,0.03,0.58117763,0.369059394,0.510809665,0.061725778,0.058405162,0,0,0,0.0274,34.97,0.1715,0.2848,0.4334,0.2047,0,0,0.0442,0,0,0.58,E12000004
E14000664,0.512857412,0.769377619,0.600028242,0.311008453,0.063061064,0,0,0,0.020213431,0.746,0.524,0.227,0.084,0,0,0.116,0.046,0.768531039,0.586932182,0.239423385,0.132497601,0,0.041146833,0,0,0.0103,0.87,0.1155,0.5211,0.1937,0.2247,0,0,0.038,0.0165,0,0.738,E12000004
E14000665,0.514643908,0.700889394,0.627438578,0.209673275,0.093016821,0,0,0.03372008,0.031743522,0.708,0.577,0.13,0.081,0,0,0.154,0.058,0.694461102,0.630961259,0.153825019,0.160085567,0,0.055128155,0,0,0.0097,0.95,0.0763,0.5507,0.1017,0.27,0,0,0.0448,0.0175,0,0.688,E12000009
E14000666,0.572684472,0.69514279,0.45084446,0.509576444,0.021469626,0,0,0,0.01810947,0.672,0.391,0.418,0.036,0,0,0.124,0.025,0.693992837,0.464257213,0.436574509,0.042667896,0.033233432,0.018797993,0,0,0.0174,8.61,0.1535,0.3499,0.3217,0.1694,0,0,0,0.0157,0.0605,0.685,E12000003
E14000667,0.685595984,0.621543452,0.417108811,0.529507698,0.018613551,0,0,0,0,0.596,0.253,0.462,0.035,0,0,0.235,0,0.602964595,0.431564584,0.351673746,0.0419702,0.13748707,0.019191408,0,0,0.0194,4.11,0.107,0.2965,0.3793,0.1709,0,0,0.0438,0,0.0486,0.593,E12000003
E14000668,0.663199758,0.599905184,0.343622164,0.579095389,0.022615284,0,0,0,0,0.568,0.207,0.491,0.042,0,0,0.241,0,0.582456681,0.34535004,0.400134677,0.042038431,0.164546307,0.023592506,0,0,0.0232,17.34,0.1084,0.2477,0.3969,0.2107,0,0,0.034,0,0.0422,0.555,E12000003
E14000669,0.720605085,0.584605607,0.276210059,0.607652675,0.016685574,0,0,0.064709775,0,0.557,0.183,0.524,0.025,0,0,0.226,0.019,0.562422266,0.328517372,0.386751192,0.036267138,0.203793798,0,0,0,0.0244,3.7,0.1039,0.2104,0.4734,0.1488,0,0,0.0433,0,0.0679,0.573,E12000003
E14000670,0.631298699,0.696931495,0.523630836,0.399761382,0.025709117,0,0,0.033137051,0.017761613,0.689,0.433,0.307,0.031,0,0,0.203,0.026,0.664016764,0.568627838,0.326462989,0.057099465,0,0.027040887,0,0,0.0184,4.56,0.0561,0.4401,0.3354,0.158,0,0,0.0347,0,0.0219,0.701,E12000008
E14000671,0.692254802,0.627145689,0.464353637,0.464919044,0.009457723,0,0,0.055101516,0.00616808,0.626,0.308,0.418,0.013,0,0,0.24,0.014,0.592288814,0.630629157,0.316241413,0.032984407,0,0.020145022,0,0,0.0266,35.27,0.147,0.3698,0.3866,0.1053,0,0,0.0846,0,0.0492,0.635,E12000005
E14000672,0.701597344,0.623648549,0.564480703,0.362357494,0.016342433,0,0,0.046830875,0.009988495,0.633,0.438,0.326,0.022,0,0,0.189,0.025,0.602262436,0.678997157,0.253444882,0.043963255,0,0.023594707,0,0,0.0255,30.89,0.1546,0.431,0.33,0.1569,0,0,0.0821,0,0,0.63,E12000005
E14000673,0.220525412,0.719440778,0.194859555,0.69636464,0.079707176,0,0,0,0.025078817,0.683,0.227,0.541,0.098,0,0,0.031,0.094,0.694352118,0.164222453,0.654756356,0,0.010237011,0.165136792,0,0,0.0248,74.51,0.0192,0.2216,0.4659,0.2716,0,0,0.0147,0.0263,0,0.662,E12000007
E14000674,0.282278614,0.745849057,0.347475697,0.596960717,0.055563586,0,0,0,0,0.714,0.427,0.432,0.061,0,0,0.038,0.036,0.725824394,0.270622366,0.513292098,0.172313756,0.012115241,0.03165654,0,0,0.0179,66.58,0.0399,0.3802,0.3014,0.2763,0,0,0.0162,0.0156,0,0.743,E12000007
E14000675,0.488063709,0.702423626,0.284522812,0.659513291,0.024278315,0,0,0.017537512,0.014148069,0.657,0.297,0.551,0.032,0,0,0.081,0.034,0.666429444,0.317684512,0.56488888,0.088049808,0,0.029376801,0,0,0.0215,52.08,0.0501,0.3088,0.5039,0.1318,0,0,0.0144,0.0106,0.0219,0.702,E12000007
E14000676,0.442744511,0.692535436,0.213312659,0.702624875,0.041909403,0,0,0.011164027,0.022970429,0.661,0.217,0.65,0.036,0,0,0.041,0.046,0.653706198,0.227254424,0.608238387,0.093161523,0.020536751,0.039983893,0,0,0.0215,68.31,0.0532,0.2978,0.5151,0.1493,0,0,0,0.0165,0,0.708,E12000007
E14000677,0.665730998,0.58289653,0.227147729,0.636673633,0.012649874,0,0,0.047492025,0.011274887,0.561,0.129,0.61,0.024,0,0,0.187,0.021,0.565247949,0.264349536,0.454645346,0.044125727,0.195009109,0,0,0,0.0207,7.04,0.1531,0.1372,0.5894,0.1603,0,0,0.0467,0,0.0664,0.547,E12000001
E14000678,0.504568879,0.733067052,0.485343314,0.113560333,0.024311881,0,0,0.019923156,0,0.737,0.464,0.102,0.068,0,0,0.126,0,0.735051854,0.508435691,0.044792658,0.027640348,0,0.011096718,0,0,0.0081,2.82,0.0476,0.4833,0.1078,0.3117,0,0,0.0819,0.0154,0,0.726,E12000009
E14000679,0.469154263,0.674780764,0.127858316,0.832094362,0.011583352,0,0,0.012307312,0.008369678,0.598,0.121,0.776,0.016,0,0,0.05,0.025,0.618530554,0.156092114,0.763399722,0.039503551,0.020264333,0.016163872,0,0,0.0241,79.38,0.0319,0.1518,0.7042,0.1161,0,0,0,0.0116,0,0.555,E12000007
E14000680,0.487294201,0.747232,0.636424343,0.169849119,0.1516568,0,0,0,0.031764366,0.711,0.607,0.101,0.111,0,0,0.12,0.061,0.743939434,0.58785482,0.110501802,0.241673258,0,0.045698216,0,0,0.0096,2.06,0.0824,0.5678,0.0788,0.3048,0,0,0.0288,0,0,0.71,E12000008
E14000681,0.541918437,0.721952588,0.596422479,0.192490245,0.10467375,0,0,0.037616337,0.01858014,0.704,0.574,0.118,0.092,0,0,0.17,0.038,0.717876557,0.596816887,0.138163847,0.194069358,0,0.039202546,0,0,0.0104,4.05,0.0469,0.5675,0.0901,0.2587,0,0,0.069,0,0,0.711,E12000008
E14000682,0.536743486,0.703303542,0.489259559,0.393132142,0.047498917,0,0,0.02718527,0.023965962,0.672,0.495,0.195,0.067,0,0,0.166,0.052,0.706545735,0.510220599,0.369541485,0.077680319,0,0.037757868,0,0,0.0125,17.4,0.0848,0.4847,0.1671,0.2552,0,0,0.0617,0.0233,0,0.654,E12000008
E14000683,0.633133693,0.665589342,0.58273408,0.304618578,0.039550745,0,0,0.036807769,0.017477204,0.617,0.506,0.207,0.059,0,0,0.179,0.035,0.652089023,0.64409028,0.212264777,0.079952245,0,0.031742121,0,0,0.0159,0.95,0.1045,0.4747,0.2029,0.2115,0,0,0.0418,0.0149,0.0364,0.638,E12000003
E14000684,0.57624998,0.729105823,0.44087426,0.081347962,0.468895855,0,0,0,0.008881923,0.676,0.396,0.078,0.382,0,0,0.116,0.026,0.695197145,0.488827221,0.069793594,0.410273153,0.027750571,0,0,0,0.0161,19.45,0.054,0.4072,0.0479,0.4731,0,0,0.025,0,0.018,0.67,E12000008
E14000685,0.540191845,0.705314486,0.504347067,0.199965084,0.256808659,0,0,0.025785615,0.013093575,0.697,0.423,0.129,0.258,0,0,0.158,0.027,0.703040057,0.554340269,0.128181649,0.28968476,0,0.027793322,0,0,0.0116,14.28,0.0913,0.3933,0.096,0.4653,0,0,0.036,0,0,0.693,E12000008
E14000686,0.522328216,0.73029087,0.568834155,0.336132816,0.054638633,0,0,0.02160993,0.015296479,0.69,0.51,0.236,0.091,0,0,0.122,0.034,0.718738128,0.568141058,0.219969417,0.180891431,0,0.022484001,0,0,0.0118,1.2,0.1208,0.5168,0.2157,0.225,0,0,0.0425,0,0,0.695,E12000002
E14000687,0.482108552,0.6640315,0.231375063,0.714799212,0.019643757,0,0,0.019689546,0.014492422,0.626,0.241,0.614,0.022,0,0,0.081,0.033,0.613579327,0.252894078,0.649884733,0.053171711,0.020822488,0.021367839,0,0,0.0277,61,0.0391,0.2985,0.5366,0.1053,0,0,0.0257,0.0128,0,0.632,E12000007
E14000688,0.577668351,0.741837299,0.368028426,0.591629204,0.017511141,0,0,0.016117317,0.006713913,0.686,0.343,0.478,0.033,0,0,0.12,0.021,0.693133505,0.353608501,0.533397612,0.049357896,0.043860009,0.019775982,0,0,0.0152,7.26,0.1353,0.3486,0.4465,0.1506,0,0,0.0366,0,0,0.701,E12000002
E14000689,0.563593444,0.741577512,0.543347553,0.378673877,0.043767425,0,0,0,0.016710893,0.73,0.484,0.337,0.046,0,0,0.111,0.022,0.719208963,0.579235723,0.281202233,0.088535852,0,0.030485187,0,0,0.0098,4.13,0.0951,0.4262,0.3452,0.1633,0,0,0.0286,0,0.0323,0.718,E12000003
E14000690,0.52779656,0.715869963,0.408016466,0.544426389,0.031567544,0,0,0,0,0.674,0.364,0.426,0.03,0,0,0.15,0.03,0.681724558,0.397193802,0.470370116,0.067316716,0.034860033,0.030259333,0,0,0.0193,41.57,0.0309,0.3754,0.415,0.1263,0,0,0.0241,0.01,0.0416,0.67,E12000007
E14000691,0.478841324,0.713393854,0.369195923,0.580191496,0.021332235,0,0,0.017461135,0.011819211,0.677,0.414,0.437,0.023,0,0,0.09,0.028,0.659580387,0.373984462,0.51809101,0.065482797,0.017691454,0.024750277,0,0,0.0253,27.65,0.0431,0.423,0.3849,0.1215,0,0,0.0211,0.011,0.0276,0.671,E12000007
E14000692,0.373768999,0.741113326,0.426957457,0.517070849,0.039831981,0,0,0,0.016139712,0.705,0.494,0.39,0.033,0,0,0.046,0.037,0.721495612,0.390747948,0.484876047,0.091885946,0.010449277,0.022040782,0,0,0.0171,38.66,0.0344,0.4944,0.3225,0.1381,0,0,0.0114,0.0142,0,0.692,E12000007
E14000693,0.610737674,0.679435889,0.619586837,0.26032415,0.056795132,0,0,0.03684594,0.024281691,0.671,0.548,0.161,0.07,0,0,0.183,0.036,0.676518088,0.643829076,0.202733349,0.107165592,0,0.039289409,0,0,0.0155,7.53,0.0508,0.5398,0.1426,0.215,0,0,0.0398,0.0141,0.0425,0.645,E12000006
